Date;Antenna;Data;Time (secs)
Wed Aug 27 14:40:08 2008; TP Ant 1;91365.625;903
Wed Aug 27 14:40:09 2008; TP Ant 1;91309.92188;904
Wed Aug 27 14:40:10 2008; TP Ant 1;91318.71094;905
Wed Aug 27 14:40:11 2008; TP Ant 1;91278.125;906
Wed Aug 27 14:40:12 2008; TP Ant 1;91154.32813;907
Wed Aug 27 14:40:13 2008; TP Ant 1;91071.1875;908
Wed Aug 27 14:40:14 2008; TP Ant 1;91405.39063;909
Wed Aug 27 14:40:15 2008; TP Ant 1;91480.50781;910
Wed Aug 27 14:40:16 2008; TP Ant 1;90950.6875;911
Wed Aug 27 14:40:17 2008; TP Ant 1;90499.54688;912
Wed Aug 27 14:40:18 2008; TP Ant 1;91380.10156;913
Wed Aug 27 14:40:19 2008; TP Ant 1;91475.73438;914
Wed Aug 27 14:40:20 2008; TP Ant 1;90825.26563;915
Wed Aug 27 14:40:21 2008; TP Ant 1;91035.45313;916
Wed Aug 27 14:40:22 2008; TP Ant 1;91802.17188;917
Wed Aug 27 14:40:23 2008; TP Ant 1;91647.71875;918
Wed Aug 27 14:40:24 2008; TP Ant 1;91307.3125;919
Wed Aug 27 14:40:25 2008; TP Ant 1;91327.20313;920
Wed Aug 27 14:40:26 2008; TP Ant 1;91552.40625;921
Wed Aug 27 14:40:27 2008; TP Ant 1;90716.76563;922
Wed Aug 27 14:40:28 2008; TP Ant 1;95424.60938;923
Wed Aug 27 14:40:29 2008; TP Ant 1;114441.2891;924
Wed Aug 27 14:40:30 2008; TP Ant 1;127594.3672;925
Wed Aug 27 14:40:31 2008; TP Ant 1;139642.6406;926
Wed Aug 27 14:40:32 2008; TP Ant 1;148155.9219;927
Wed Aug 27 14:40:33 2008; TP Ant 1;153557.6406;928
Wed Aug 27 14:40:34 2008; TP Ant 1;152932.1094;929
Wed Aug 27 14:40:35 2008; TP Ant 1;151334.4531;930
Wed Aug 27 14:40:36 2008; TP Ant 1;150836.8906;931
Wed Aug 27 14:40:37 2008; TP Ant 1;151334.2813;932
Wed Aug 27 14:40:38 2008; TP Ant 1;151889.9531;933
Wed Aug 27 14:40:39 2008; TP Ant 1;150540.7813;934
Wed Aug 27 14:40:40 2008; TP Ant 1;146251.7813;935
Wed Aug 27 14:40:41 2008; TP Ant 1;141601.3438;936
Wed Aug 27 14:40:42 2008; TP Ant 1;141783.3281;937
Wed Aug 27 14:40:43 2008; TP Ant 1;143916.4688;938
Wed Aug 27 14:40:44 2008; TP Ant 1;142901.5469;939
Wed Aug 27 14:40:45 2008; TP Ant 1;140978.375;940
Wed Aug 27 14:40:46 2008; TP Ant 1;141366.75;941
Wed Aug 27 14:40:47 2008; TP Ant 1;140907.3125;942
Wed Aug 27 14:40:48 2008; TP Ant 1;140651.7813;943
Wed Aug 27 14:40:49 2008; TP Ant 1;141946.3125;944
Wed Aug 27 14:40:50 2008; TP Ant 1;140514.0625;945
Wed Aug 27 14:40:51 2008; TP Ant 1;139986.3438;946
Wed Aug 27 14:40:52 2008; TP Ant 1;139963.1719;947
Wed Aug 27 14:40:53 2008; TP Ant 1;139727.6875;948
Wed Aug 27 14:40:54 2008; TP Ant 1;140467.8594;949
Wed Aug 27 14:40:55 2008; TP Ant 1;138151.5313;950
Wed Aug 27 14:40:56 2008; TP Ant 1;136954.3125;951
Wed Aug 27 14:40:57 2008; TP Ant 1;134173.7813;952
Wed Aug 27 14:40:58 2008; TP Ant 1;133046.8906;953
Wed Aug 27 14:40:59 2008; TP Ant 1;133466.7813;954
Wed Aug 27 14:41:00 2008; TP Ant 1;133889.5938;955
Wed Aug 27 14:41:01 2008; TP Ant 1;134366.0781;956
Wed Aug 27 14:41:02 2008; TP Ant 1;135590.875;957
Wed Aug 27 14:41:03 2008; TP Ant 1;134997.3438;958
Wed Aug 27 14:41:04 2008; TP Ant 1;136913.25;959
Wed Aug 27 14:41:05 2008; TP Ant 1;137526.8125;960
Wed Aug 27 14:41:06 2008; TP Ant 1;138603.25;961
Wed Aug 27 14:41:07 2008; TP Ant 1;137379.125;962
Wed Aug 27 14:41:08 2008; TP Ant 1;138067.5469;963
Wed Aug 27 14:41:09 2008; TP Ant 1;138358.5313;964
Wed Aug 27 14:41:10 2008; TP Ant 1;136906.625;965
Wed Aug 27 14:41:11 2008; TP Ant 1;133656.5313;966
Wed Aug 27 14:41:12 2008; TP Ant 1;132815.6563;967
Wed Aug 27 14:41:13 2008; TP Ant 1;133690.8125;968
Wed Aug 27 14:41:14 2008; TP Ant 1;133835.6563;969
Wed Aug 27 14:41:15 2008; TP Ant 1;134096.4219;970
Wed Aug 27 14:41:16 2008; TP Ant 1;133973.0313;971
Wed Aug 27 14:41:17 2008; TP Ant 1;138621.1563;972
Wed Aug 27 14:41:18 2008; TP Ant 1;138078.2188;973
Wed Aug 27 14:41:19 2008; TP Ant 1;138120.25;974
Wed Aug 27 14:41:20 2008; TP Ant 1;136299.3125;975
Wed Aug 27 14:41:21 2008; TP Ant 1;134655.5938;976
Wed Aug 27 14:41:22 2008; TP Ant 1;128278.6641;977
Wed Aug 27 14:41:23 2008; TP Ant 1;117104.5859;978
Wed Aug 27 14:41:24 2008; TP Ant 1;112648.125;979
Wed Aug 27 14:41:25 2008; TP Ant 1;112050.9844;980
Wed Aug 27 14:41:26 2008; TP Ant 1;112467.2734;981
Wed Aug 27 14:41:27 2008; TP Ant 1;113885.9688;982
Wed Aug 27 14:41:28 2008; TP Ant 1;115467.3906;983
Wed Aug 27 14:41:29 2008; TP Ant 1;115836.7578;984
Wed Aug 27 14:41:30 2008; TP Ant 1;115225.375;985
Wed Aug 27 14:41:31 2008; TP Ant 1;115405.6641;986
Wed Aug 27 14:41:32 2008; TP Ant 1;115787.1172;987
Wed Aug 27 14:41:33 2008; TP Ant 1;114936.1172;988
Wed Aug 27 14:41:34 2008; TP Ant 1;114199.5938;989
Wed Aug 27 14:41:35 2008; TP Ant 1;110833.2813;990
Wed Aug 27 14:41:36 2008; TP Ant 1;108250.7031;991
Wed Aug 27 14:41:37 2008; TP Ant 1;107256.0156;992
Wed Aug 27 14:41:38 2008; TP Ant 1;108363.4922;993
Wed Aug 27 14:41:39 2008; TP Ant 1;108506.3047;994
Wed Aug 27 14:41:40 2008; TP Ant 1;110414.7969;995
Wed Aug 27 14:41:41 2008; TP Ant 1;111766.0234;996
Wed Aug 27 14:41:42 2008; TP Ant 1;110572.25;997
Wed Aug 27 14:41:43 2008; TP Ant 1;111557.2031;998
Wed Aug 27 14:41:44 2008; TP Ant 1;112435.6875;999
Wed Aug 27 14:41:45 2008; TP Ant 1;113291.0703;1000
Wed Aug 27 14:41:46 2008; TP Ant 1;112838.7813;1001
Wed Aug 27 14:41:47 2008; TP Ant 1;110746.8281;1002
Wed Aug 27 14:41:48 2008; TP Ant 1;106436.5156;1003
Wed Aug 27 14:41:49 2008; TP Ant 1;106129.9688;1004
Wed Aug 27 14:41:50 2008; TP Ant 1;105835.5469;1005
Wed Aug 27 14:41:51 2008; TP Ant 1;106168.5703;1006
Wed Aug 27 14:41:52 2008; TP Ant 1;107118.8281;1007
Wed Aug 27 14:41:53 2008; TP Ant 1;108458.7031;1008
Wed Aug 27 14:41:54 2008; TP Ant 1;109074.8281;1009
Wed Aug 27 14:41:55 2008; TP Ant 1;109411.0625;1010
Wed Aug 27 14:41:56 2008; TP Ant 1;109203.8516;1011
Wed Aug 27 14:41:57 2008; TP Ant 1;108275.2578;1012
Wed Aug 27 14:41:58 2008; TP Ant 1;107982.3438;1013
Wed Aug 27 14:41:59 2008; TP Ant 1;106135.5391;1014
Wed Aug 27 14:42:00 2008; TP Ant 1;107220.4688;1015
Wed Aug 27 14:42:01 2008; TP Ant 1;106716.2109;1016
Wed Aug 27 14:42:02 2008; TP Ant 1;106758.2969;1017
Wed Aug 27 14:42:03 2008; TP Ant 1;106751.4375;1018
Wed Aug 27 14:42:04 2008; TP Ant 1;106489.4375;1019
Wed Aug 27 14:42:05 2008; TP Ant 1;106135.2656;1020
Wed Aug 27 14:42:06 2008; TP Ant 1;105451.5703;1021
Wed Aug 27 14:42:07 2008; TP Ant 1;104731.6328;1022
Wed Aug 27 14:42:08 2008; TP Ant 1;105116.9375;1023
Wed Aug 27 14:42:09 2008; TP Ant 1;105206.5469;1024
Wed Aug 27 14:42:10 2008; TP Ant 1;104687.3203;1025
Wed Aug 27 14:42:11 2008; TP Ant 1;104637.1094;1026
Wed Aug 27 14:42:12 2008; TP Ant 1;104982.7813;1027
Wed Aug 27 14:42:13 2008; TP Ant 1;104695.8125;1028
Wed Aug 27 14:42:14 2008; TP Ant 1;104265.4609;1029
Wed Aug 27 14:42:15 2008; TP Ant 1;104299.625;1030
Wed Aug 27 14:42:16 2008; TP Ant 1;104148.7188;1031
Wed Aug 27 14:42:17 2008; TP Ant 1;104048.2969;1032
Wed Aug 27 14:42:18 2008; TP Ant 1;104751.5078;1033
Wed Aug 27 14:42:19 2008; TP Ant 1;105066.6094;1034
Wed Aug 27 14:42:20 2008; TP Ant 1;105743.4844;1035
Wed Aug 27 14:42:21 2008; TP Ant 1;105655.6875;1036
Wed Aug 27 14:42:22 2008; TP Ant 1;106583.6406;1037
Wed Aug 27 14:42:23 2008; TP Ant 1;105628.2344;1038
Wed Aug 27 14:42:24 2008; TP Ant 1;106217.2188;1039
Wed Aug 27 14:42:25 2008; TP Ant 1;105776.5;1040
Wed Aug 27 14:42:26 2008; TP Ant 1;106141.6953;1041
Wed Aug 27 14:42:27 2008; TP Ant 1;106072.8906;1042
Wed Aug 27 14:42:28 2008; TP Ant 1;106120.1016;1043
Wed Aug 27 14:42:29 2008; TP Ant 1;106194.5625;1044
Wed Aug 27 14:42:30 2008; TP Ant 1;106143.7891;1045
Wed Aug 27 14:42:31 2008; TP Ant 1;106634.5625;1046
Wed Aug 27 14:42:32 2008; TP Ant 1;105544.3047;1047
Wed Aug 27 14:42:33 2008; TP Ant 1;106543.2813;1048
Wed Aug 27 14:42:34 2008; TP Ant 1;107013.3594;1049
Wed Aug 27 14:42:35 2008; TP Ant 1;106407.6094;1050
Wed Aug 27 14:42:36 2008; TP Ant 1;105935.4375;1051
Wed Aug 27 14:42:37 2008; TP Ant 1;105755.5625;1052
Wed Aug 27 14:42:38 2008; TP Ant 1;106272.3359;1053
Wed Aug 27 14:42:39 2008; TP Ant 1;105550.7656;1054
Wed Aug 27 14:42:40 2008; TP Ant 1;105635.4688;1055
Wed Aug 27 14:42:41 2008; TP Ant 1;106761.3828;1056
Wed Aug 27 14:42:42 2008; TP Ant 1;106335.625;1057
Wed Aug 27 14:42:43 2008; TP Ant 1;105641.0703;1058
Wed Aug 27 14:42:44 2008; TP Ant 1;106146.8125;1059
Wed Aug 27 14:42:45 2008; TP Ant 1;105618.3906;1060
Wed Aug 27 14:42:46 2008; TP Ant 1;105660.3594;1061
Wed Aug 27 14:42:47 2008; TP Ant 1;105969.4844;1062
Wed Aug 27 14:42:48 2008; TP Ant 1;105735.1563;1063
Wed Aug 27 14:42:49 2008; TP Ant 1;106593.0313;1064
Wed Aug 27 14:42:50 2008; TP Ant 1;106509.8906;1065
Wed Aug 27 14:42:51 2008; TP Ant 1;106968.3594;1066
Wed Aug 27 14:42:52 2008; TP Ant 1;106300.5781;1067
Wed Aug 27 14:42:53 2008; TP Ant 1;107156.3281;1068
Wed Aug 27 14:42:54 2008; TP Ant 1;108089.4531;1069
Wed Aug 27 14:42:55 2008; TP Ant 1;106036.9219;1070
Wed Aug 27 14:42:56 2008; TP Ant 1;107489.9063;1071
Wed Aug 27 14:42:57 2008; TP Ant 1;106988.0625;1072
Wed Aug 27 14:42:58 2008; TP Ant 1;107143.3906;1073
Wed Aug 27 14:42:59 2008; TP Ant 1;107762;1074
Wed Aug 27 14:43:00 2008; TP Ant 1;107311.6484;1075
Wed Aug 27 14:43:01 2008; TP Ant 1;106712.3281;1076
Wed Aug 27 14:43:02 2008; TP Ant 1;107973.6563;1077
Wed Aug 27 14:43:03 2008; TP Ant 1;107735.5625;1078
Wed Aug 27 14:43:04 2008; TP Ant 1;107040.0781;1079
Wed Aug 27 14:43:05 2008; TP Ant 1;107863.3594;1080
Wed Aug 27 14:43:06 2008; TP Ant 1;107010.9063;1081
Wed Aug 27 14:43:07 2008; TP Ant 1;107528.7188;1082
Wed Aug 27 14:43:08 2008; TP Ant 1;107824.4063;1083
Wed Aug 27 14:43:09 2008; TP Ant 1;107421.9844;1084
Wed Aug 27 14:43:10 2008; TP Ant 1;106751.5156;1085
Wed Aug 27 14:43:11 2008; TP Ant 1;107920.4531;1086
Wed Aug 27 14:43:12 2008; TP Ant 1;108011.9844;1087
Wed Aug 27 14:43:13 2008; TP Ant 1;107827.0313;1088
Wed Aug 27 14:43:14 2008; TP Ant 1;108220.3828;1089
Wed Aug 27 14:43:15 2008; TP Ant 1;107339.9375;1090
Wed Aug 27 14:43:16 2008; TP Ant 1;107612.5469;1091
Wed Aug 27 14:43:17 2008; TP Ant 1;108017.7969;1092
Wed Aug 27 14:43:18 2008; TP Ant 1;107931.0391;1093
Wed Aug 27 14:43:19 2008; TP Ant 1;108383.4844;1094
Wed Aug 27 14:43:20 2008; TP Ant 1;108467.6406;1095
Wed Aug 27 14:43:21 2008; TP Ant 1;108569.25;1096
Wed Aug 27 14:43:22 2008; TP Ant 1;108102.0781;1097
Wed Aug 27 14:43:23 2008; TP Ant 1;107897.7969;1098
Wed Aug 27 14:43:24 2008; TP Ant 1;108028.1875;1099
Wed Aug 27 14:43:25 2008; TP Ant 1;108205.875;1100
Wed Aug 27 14:43:26 2008; TP Ant 1;108139.6563;1101
Wed Aug 27 14:43:27 2008; TP Ant 1;107740.9766;1102
Wed Aug 27 14:43:28 2008; TP Ant 1;108448.8047;1103
Wed Aug 27 14:43:29 2008; TP Ant 1;109143.6719;1104
Wed Aug 27 14:43:30 2008; TP Ant 1;108657.7969;1105
Wed Aug 27 14:43:31 2008; TP Ant 1;108347.4609;1106
Wed Aug 27 14:43:32 2008; TP Ant 1;108095.1953;1107
Wed Aug 27 14:43:33 2008; TP Ant 1;108503.7656;1108
Wed Aug 27 14:43:34 2008; TP Ant 1;108252.2188;1109
Wed Aug 27 14:43:35 2008; TP Ant 1;108940.8594;1110
Wed Aug 27 14:43:36 2008; TP Ant 1;109343.5625;1111
Wed Aug 27 14:43:37 2008; TP Ant 1;108176.2969;1112
Wed Aug 27 14:43:38 2008; TP Ant 1;108840.3672;1113
Wed Aug 27 14:43:39 2008; TP Ant 1;109397.8281;1114
Wed Aug 27 14:43:40 2008; TP Ant 1;108464.3438;1115
Wed Aug 27 14:43:41 2008; TP Ant 1;110133.6172;1116
Wed Aug 27 14:43:42 2008; TP Ant 1;109085.5156;1117
Wed Aug 27 14:43:43 2008; TP Ant 1;108513.9375;1118
Wed Aug 27 14:43:44 2008; TP Ant 1;110177.5547;1119
Wed Aug 27 14:43:45 2008; TP Ant 1;110045.2188;1120
Wed Aug 27 14:43:46 2008; TP Ant 1;109973.3594;1121
Wed Aug 27 14:43:47 2008; TP Ant 1;109904.4609;1122
Wed Aug 27 14:43:48 2008; TP Ant 1;109618.4453;1123
Wed Aug 27 14:43:49 2008; TP Ant 1;110275.875;1124
Wed Aug 27 14:43:50 2008; TP Ant 1;110735.2188;1125
Wed Aug 27 14:43:51 2008; TP Ant 1;110601.9609;1126
Wed Aug 27 14:43:52 2008; TP Ant 1;110131.5234;1127
Wed Aug 27 14:43:53 2008; TP Ant 1;109605.1797;1128
Wed Aug 27 14:43:54 2008; TP Ant 1;109595.1719;1129
Wed Aug 27 14:43:55 2008; TP Ant 1;110826.4688;1130
Wed Aug 27 14:43:56 2008; TP Ant 1;110975.8359;1131
Wed Aug 27 14:43:57 2008; TP Ant 1;109641.4844;1132
Wed Aug 27 14:43:58 2008; TP Ant 1;110609.2656;1133
Wed Aug 27 14:43:59 2008; TP Ant 1;111304.0625;1134
Wed Aug 27 14:44:00 2008; TP Ant 1;110977.2422;1135
Wed Aug 27 14:44:01 2008; TP Ant 1;111090.1875;1136
Wed Aug 27 14:44:02 2008; TP Ant 1;110714.5625;1137
Wed Aug 27 14:44:03 2008; TP Ant 1;111124.9063;1138
Wed Aug 27 14:44:04 2008; TP Ant 1;111090.0391;1139
Wed Aug 27 14:44:05 2008; TP Ant 1;111275.0078;1140
Wed Aug 27 14:44:06 2008; TP Ant 1;111346.0781;1141
Wed Aug 27 14:44:07 2008; TP Ant 1;111322.8047;1142
Wed Aug 27 14:44:08 2008; TP Ant 1;110921.9688;1143
Wed Aug 27 14:44:09 2008; TP Ant 1;111091.0313;1144
Wed Aug 27 14:44:10 2008; TP Ant 1;110683.5703;1145
Wed Aug 27 14:44:11 2008; TP Ant 1;110447.9297;1146
Wed Aug 27 14:44:12 2008; TP Ant 1;110619.8438;1147
Wed Aug 27 14:44:13 2008; TP Ant 1;111385.1875;1148
Wed Aug 27 14:44:14 2008; TP Ant 1;111457.6953;1149
Wed Aug 27 14:44:15 2008; TP Ant 1;112172.5;1150
Wed Aug 27 14:44:16 2008; TP Ant 1;111186.375;1151
Wed Aug 27 14:44:17 2008; TP Ant 1;112535.1875;1152
Wed Aug 27 14:44:18 2008; TP Ant 1;113265.4531;1153
Wed Aug 27 14:44:19 2008; TP Ant 1;112614.9375;1154
Wed Aug 27 14:44:20 2008; TP Ant 1;112150.1094;1155
Wed Aug 27 14:44:21 2008; TP Ant 1;111914.7109;1156
Wed Aug 27 14:44:22 2008; TP Ant 1;111220.7188;1157
Wed Aug 27 14:44:23 2008; TP Ant 1;112332.5547;1158
Wed Aug 27 14:44:24 2008; TP Ant 1;112037.5625;1159
Wed Aug 27 14:44:25 2008; TP Ant 1;112604.4063;1160
Wed Aug 27 14:44:26 2008; TP Ant 1;112865.1406;1161
Wed Aug 27 14:44:27 2008; TP Ant 1;113632.4531;1162
Wed Aug 27 14:44:28 2008; TP Ant 1;112558.8125;1163
Wed Aug 27 14:44:29 2008; TP Ant 1;111632.125;1164
Wed Aug 27 14:44:30 2008; TP Ant 1;111598.9063;1165
Wed Aug 27 14:44:31 2008; TP Ant 1;111910.2031;1166
Wed Aug 27 14:44:32 2008; TP Ant 1;112222.625;1167
Wed Aug 27 14:44:33 2008; TP Ant 1;111555.6328;1168
Wed Aug 27 14:44:34 2008; TP Ant 1;111932.5;1169
Wed Aug 27 14:44:35 2008; TP Ant 1;111686.0156;1170
Wed Aug 27 14:44:36 2008; TP Ant 1;113702.5313;1171
Wed Aug 27 14:44:37 2008; TP Ant 1;113427.875;1172
Wed Aug 27 14:44:38 2008; TP Ant 1;112935.6094;1173
Wed Aug 27 14:44:39 2008; TP Ant 1;113089.4219;1174
Wed Aug 27 14:44:40 2008; TP Ant 1;113329.625;1175
Wed Aug 27 14:44:41 2008; TP Ant 1;113029.3828;1176
Wed Aug 27 14:44:42 2008; TP Ant 1;113390.1484;1177
Wed Aug 27 14:44:43 2008; TP Ant 1;112550.4141;1178
Wed Aug 27 14:44:44 2008; TP Ant 1;112929.25;1179
Wed Aug 27 14:44:45 2008; TP Ant 1;113221.5703;1180
Wed Aug 27 14:44:46 2008; TP Ant 1;114171.0234;1181
Wed Aug 27 14:44:47 2008; TP Ant 1;115349.9063;1182
Wed Aug 27 14:44:48 2008; TP Ant 1;113618.4375;1183
Wed Aug 27 14:44:49 2008; TP Ant 1;112382.3203;1184
Wed Aug 27 14:44:50 2008; TP Ant 1;113409.1094;1185
Wed Aug 27 14:44:51 2008; TP Ant 1;114168.625;1186
Wed Aug 27 14:44:52 2008; TP Ant 1;114491;1187
Wed Aug 27 14:44:53 2008; TP Ant 1;114746.3438;1188
Wed Aug 27 14:44:54 2008; TP Ant 1;113861.9375;1189
Wed Aug 27 14:44:55 2008; TP Ant 1;114051.5313;1190
Wed Aug 27 14:44:56 2008; TP Ant 1;113182.0156;1191
Wed Aug 27 14:44:57 2008; TP Ant 1;113941.2656;1192
Wed Aug 27 14:44:58 2008; TP Ant 1;113826.4375;1193
Wed Aug 27 14:44:59 2008; TP Ant 1;114655.7266;1194
Wed Aug 27 14:45:00 2008; TP Ant 1;114810.7109;1195
Wed Aug 27 14:45:01 2008; TP Ant 1;114885.8359;1196
Wed Aug 27 14:45:02 2008; TP Ant 1;115015.7969;1197
Wed Aug 27 14:45:03 2008; TP Ant 1;114916.9844;1198
Wed Aug 27 14:45:04 2008; TP Ant 1;115323.4219;1199
Wed Aug 27 14:45:05 2008; TP Ant 1;114947.0469;1200
Wed Aug 27 14:45:06 2008; TP Ant 1;114806.7422;1201
Wed Aug 27 14:45:07 2008; TP Ant 1;114442.1875;1202
Wed Aug 27 14:45:08 2008; TP Ant 1;114050.2188;1203
Wed Aug 27 14:45:09 2008; TP Ant 1;114014.0859;1204
Wed Aug 27 14:45:10 2008; TP Ant 1;114000.75;1205
Wed Aug 27 14:45:11 2008; TP Ant 1;113146.3125;1206
Wed Aug 27 14:45:12 2008; TP Ant 1;113761.25;1207
Wed Aug 27 14:45:13 2008; TP Ant 1;114080.5781;1208
Wed Aug 27 14:45:14 2008; TP Ant 1;113792.8594;1209
Wed Aug 27 14:45:15 2008; TP Ant 1;114822.1328;1210
Wed Aug 27 14:45:16 2008; TP Ant 1;114335.4531;1211
Wed Aug 27 14:45:17 2008; TP Ant 1;114557.875;1212
Wed Aug 27 14:45:18 2008; TP Ant 1;115205.7422;1213
Wed Aug 27 14:45:19 2008; TP Ant 1;115453.1719;1214
Wed Aug 27 14:45:20 2008; TP Ant 1;115378.6016;1215
Wed Aug 27 14:45:21 2008; TP Ant 1;116261.8125;1216
Wed Aug 27 14:45:22 2008; TP Ant 1;116349.2109;1217
Wed Aug 27 14:45:23 2008; TP Ant 1;115653.7891;1218
Wed Aug 27 14:45:24 2008; TP Ant 1;116912.2031;1219
Wed Aug 27 14:45:25 2008; TP Ant 1;117177.1641;1220
Wed Aug 27 14:45:26 2008; TP Ant 1;117116.5;1221
Wed Aug 27 14:45:27 2008; TP Ant 1;116600.8906;1222
Wed Aug 27 14:45:28 2008; TP Ant 1;116604.6875;1223
Wed Aug 27 14:45:29 2008; TP Ant 1;115964.5469;1224
Wed Aug 27 14:45:30 2008; TP Ant 1;116166.1406;1225
Wed Aug 27 14:45:31 2008; TP Ant 1;116592.6719;1226
Wed Aug 27 14:45:32 2008; TP Ant 1;116037.4688;1227
Wed Aug 27 14:45:33 2008; TP Ant 1;116548.0859;1228
Wed Aug 27 14:45:34 2008; TP Ant 1;115997.6016;1229
Wed Aug 27 14:45:35 2008; TP Ant 1;116365.8047;1230
Wed Aug 27 14:45:36 2008; TP Ant 1;115101.5938;1231
Wed Aug 27 14:45:37 2008; TP Ant 1;115508.6094;1232
Wed Aug 27 14:45:38 2008; TP Ant 1;116377.1563;1233
Wed Aug 27 14:45:39 2008; TP Ant 1;116763.9844;1234
Wed Aug 27 14:45:40 2008; TP Ant 1;116281.6094;1235
Wed Aug 27 14:45:41 2008; TP Ant 1;116139.2813;1236
Wed Aug 27 14:45:42 2008; TP Ant 1;115752.1172;1237
Wed Aug 27 14:45:43 2008; TP Ant 1;116468.7656;1238
Wed Aug 27 14:45:44 2008; TP Ant 1;116041.0391;1239
Wed Aug 27 14:45:45 2008; TP Ant 1;116889.2031;1240
Wed Aug 27 14:45:46 2008; TP Ant 1;115931.0313;1241
Wed Aug 27 14:45:47 2008; TP Ant 1;117837.5313;1242
Wed Aug 27 14:45:48 2008; TP Ant 1;118219.2188;1243
Wed Aug 27 14:45:49 2008; TP Ant 1;117562.1641;1244
Wed Aug 27 14:45:50 2008; TP Ant 1;116811.8359;1245
Wed Aug 27 14:45:51 2008; TP Ant 1;117359.0313;1246
Wed Aug 27 14:45:52 2008; TP Ant 1;117940.3594;1247
Wed Aug 27 14:45:53 2008; TP Ant 1;117341.7813;1248
Wed Aug 27 14:45:54 2008; TP Ant 1;116680.9844;1249
Wed Aug 27 14:45:55 2008; TP Ant 1;117966.3281;1250
Wed Aug 27 14:45:56 2008; TP Ant 1;117998.0234;1251
Wed Aug 27 14:45:57 2008; TP Ant 1;118961.6641;1252
Wed Aug 27 14:45:58 2008; TP Ant 1;118609.8438;1253
Wed Aug 27 14:45:59 2008; TP Ant 1;118669.6172;1254
Wed Aug 27 14:46:00 2008; TP Ant 1;119023.0859;1255
Wed Aug 27 14:46:01 2008; TP Ant 1;119064.1406;1256
Wed Aug 27 14:46:02 2008; TP Ant 1;119502.1406;1257
Wed Aug 27 14:46:03 2008; TP Ant 1;118335.25;1258
Wed Aug 27 14:46:04 2008; TP Ant 1;118291.2344;1259
Wed Aug 27 14:46:05 2008; TP Ant 1;118526.5;1260
Wed Aug 27 14:46:06 2008; TP Ant 1;118261.0859;1261
Wed Aug 27 14:46:07 2008; TP Ant 1;118138.4219;1262
Wed Aug 27 14:46:08 2008; TP Ant 1;118789.1953;1263
Wed Aug 27 14:46:09 2008; TP Ant 1;118781.1406;1264
Wed Aug 27 14:46:10 2008; TP Ant 1;118766.5703;1265
Wed Aug 27 14:46:11 2008; TP Ant 1;118231.7188;1266
Wed Aug 27 14:46:12 2008; TP Ant 1;118797.6563;1267
Wed Aug 27 14:46:13 2008; TP Ant 1;119058.4063;1268
Wed Aug 27 14:46:14 2008; TP Ant 1;119278.8047;1269
Wed Aug 27 14:46:15 2008; TP Ant 1;119927.3125;1270
Wed Aug 27 14:46:16 2008; TP Ant 1;118050.4375;1271
Wed Aug 27 14:46:17 2008; TP Ant 1;119068.8281;1272
Wed Aug 27 14:46:18 2008; TP Ant 1;118002.0625;1273
Wed Aug 27 14:46:19 2008; TP Ant 1;117504.3438;1274
Wed Aug 27 14:46:20 2008; TP Ant 1;118850.0469;1275
Wed Aug 27 14:46:21 2008; TP Ant 1;118662.0781;1276
Wed Aug 27 14:46:22 2008; TP Ant 1;118490.375;1277
Wed Aug 27 14:46:23 2008; TP Ant 1;119512.2656;1278
Wed Aug 27 14:46:24 2008; TP Ant 1;118642.6953;1279
Wed Aug 27 14:46:25 2008; TP Ant 1;119178.9063;1280
Wed Aug 27 14:46:26 2008; TP Ant 1;119959.1406;1281
Wed Aug 27 14:46:27 2008; TP Ant 1;120409.6797;1282
Wed Aug 27 14:46:28 2008; TP Ant 1;119414.3203;1283
Wed Aug 27 14:46:29 2008; TP Ant 1;119928.6797;1284
Wed Aug 27 14:46:30 2008; TP Ant 1;119872.0781;1285
Wed Aug 27 14:46:31 2008; TP Ant 1;120507.4453;1286
Wed Aug 27 14:46:32 2008; TP Ant 1;121924.8438;1287
Wed Aug 27 14:46:33 2008; TP Ant 1;120440.5938;1288
Wed Aug 27 14:46:34 2008; TP Ant 1;120902.1875;1289
Wed Aug 27 14:46:35 2008; TP Ant 1;120283.3438;1290
Wed Aug 27 14:46:36 2008; TP Ant 1;120064.9453;1291
Wed Aug 27 14:46:37 2008; TP Ant 1;120043.5313;1292
Wed Aug 27 14:46:38 2008; TP Ant 1;119720.8906;1293
Wed Aug 27 14:46:39 2008; TP Ant 1;120087.0469;1294
Wed Aug 27 14:46:40 2008; TP Ant 1;119668.5078;1295
Wed Aug 27 14:46:41 2008; TP Ant 1;120424.3047;1296
Wed Aug 27 14:46:42 2008; TP Ant 1;121322.625;1297
Wed Aug 27 14:46:43 2008; TP Ant 1;120417.4922;1298
Wed Aug 27 14:46:44 2008; TP Ant 1;120078.1406;1299
Wed Aug 27 14:46:45 2008; TP Ant 1;120493.8359;1300
Wed Aug 27 14:46:46 2008; TP Ant 1;119758.4141;1301
Wed Aug 27 14:46:47 2008; TP Ant 1;121002.0859;1302
Wed Aug 27 14:46:48 2008; TP Ant 1;121222.5313;1303
Wed Aug 27 14:46:49 2008; TP Ant 1;121700.5156;1304
Wed Aug 27 14:46:50 2008; TP Ant 1;120724.6484;1305
