Date;Antenna;Data;Time (secs)
Wed Aug 27 14:58:08 2008; TP Ant 1;176478.7344;1983
Wed Aug 27 14:58:09 2008; TP Ant 1;176280.9375;1984
Wed Aug 27 14:58:10 2008; TP Ant 1;177371.125;1985
Wed Aug 27 14:58:11 2008; TP Ant 1;174636.7188;1986
Wed Aug 27 14:58:12 2008; TP Ant 1;174435.7344;1987
Wed Aug 27 14:58:13 2008; TP Ant 1;174268.8281;1988
Wed Aug 27 14:58:14 2008; TP Ant 1;175272.1563;1989
Wed Aug 27 14:58:15 2008; TP Ant 1;175289.375;1990
Wed Aug 27 14:58:16 2008; TP Ant 1;174633.8438;1991
Wed Aug 27 14:58:17 2008; TP Ant 1;175773.5156;1992
Wed Aug 27 14:58:18 2008; TP Ant 1;176729.5313;1993
Wed Aug 27 14:58:19 2008; TP Ant 1;175235.1719;1994
Wed Aug 27 14:58:20 2008; TP Ant 1;174079.5938;1995
Wed Aug 27 14:58:21 2008; TP Ant 1;173969.3438;1996
Wed Aug 27 14:58:22 2008; TP Ant 1;174758.5469;1997
Wed Aug 27 14:58:23 2008; TP Ant 1;175130.6875;1998
Wed Aug 27 14:58:24 2008; TP Ant 1;175371.1563;1999
Wed Aug 27 14:58:25 2008; TP Ant 1;175454.9531;2000
Wed Aug 27 14:58:26 2008; TP Ant 1;175448.625;2001
Wed Aug 27 14:58:27 2008; TP Ant 1;175057.2813;2002
Wed Aug 27 14:58:28 2008; TP Ant 1;175309.5625;2003
Wed Aug 27 14:58:29 2008; TP Ant 1;173973.1563;2004
Wed Aug 27 14:58:30 2008; TP Ant 1;173763.9688;2005
Wed Aug 27 14:58:31 2008; TP Ant 1;174305.7813;2006
Wed Aug 27 14:58:32 2008; TP Ant 1;174643.5938;2007
Wed Aug 27 14:58:33 2008; TP Ant 1;176334.1406;2008
Wed Aug 27 14:58:34 2008; TP Ant 1;175943.625;2009
Wed Aug 27 14:58:35 2008; TP Ant 1;176704.2344;2010
Wed Aug 27 14:58:36 2008; TP Ant 1;175472.0625;2011
Wed Aug 27 14:58:37 2008; TP Ant 1;175062.6563;2012
Wed Aug 27 14:58:38 2008; TP Ant 1;176234.7188;2013
Wed Aug 27 14:58:39 2008; TP Ant 1;176030.5625;2014
Wed Aug 27 14:58:40 2008; TP Ant 1;175163.4063;2015
Wed Aug 27 14:58:41 2008; TP Ant 1;174676.0938;2016
Wed Aug 27 14:58:42 2008; TP Ant 1;175379.0156;2017
Wed Aug 27 14:58:43 2008; TP Ant 1;175443.3438;2018
Wed Aug 27 14:58:44 2008; TP Ant 1;174641.875;2019
Wed Aug 27 14:58:45 2008; TP Ant 1;175826.9531;2020
Wed Aug 27 14:58:46 2008; TP Ant 1;175298.2188;2021
Wed Aug 27 14:58:47 2008; TP Ant 1;175103.9375;2022
Wed Aug 27 14:58:48 2008; TP Ant 1;175580.75;2023
Wed Aug 27 14:58:49 2008; TP Ant 1;175990.2813;2024
Wed Aug 27 14:58:50 2008; TP Ant 1;175156.4063;2025
Wed Aug 27 14:58:51 2008; TP Ant 1;175879.6875;2026
Wed Aug 27 14:58:52 2008; TP Ant 1;176869.4375;2027
Wed Aug 27 14:58:53 2008; TP Ant 1;176850.3281;2028
Wed Aug 27 14:58:54 2008; TP Ant 1;176398.4063;2029
Wed Aug 27 14:58:55 2008; TP Ant 1;176252.4375;2030
Wed Aug 27 14:58:56 2008; TP Ant 1;176386.6875;2031
Wed Aug 27 14:58:57 2008; TP Ant 1;175815.4375;2032
Wed Aug 27 14:58:58 2008; TP Ant 1;175915.8125;2033
Wed Aug 27 14:58:59 2008; TP Ant 1;175608.8438;2034
Wed Aug 27 14:59:00 2008; TP Ant 1;177017.9219;2035
Wed Aug 27 14:59:01 2008; TP Ant 1;175747.625;2036
Wed Aug 27 14:59:02 2008; TP Ant 1;175930.5313;2037
Wed Aug 27 14:59:03 2008; TP Ant 1;176267.2969;2038
Wed Aug 27 14:59:04 2008; TP Ant 1;178530.375;2039
Wed Aug 27 14:59:05 2008; TP Ant 1;179415.4688;2040
Wed Aug 27 14:59:06 2008; TP Ant 1;180476.7813;2041
Wed Aug 27 14:59:07 2008; TP Ant 1;178534.125;2042
Wed Aug 27 14:59:08 2008; TP Ant 1;179514.125;2043
Wed Aug 27 14:59:09 2008; TP Ant 1;178000.8594;2044
Wed Aug 27 14:59:10 2008; TP Ant 1;177289.2656;2045
Wed Aug 27 14:59:11 2008; TP Ant 1;177474.9375;2046
Wed Aug 27 14:59:12 2008; TP Ant 1;176443.375;2047
Wed Aug 27 14:59:13 2008; TP Ant 1;177383.5313;2048
Wed Aug 27 14:59:14 2008; TP Ant 1;179030.5469;2049
Wed Aug 27 14:59:15 2008; TP Ant 1;178402.8281;2050
Wed Aug 27 14:59:16 2008; TP Ant 1;178011.125;2051
Wed Aug 27 14:59:17 2008; TP Ant 1;177585.5;2052
Wed Aug 27 14:59:18 2008; TP Ant 1;177632.875;2053
Wed Aug 27 14:59:19 2008; TP Ant 1;176972.3125;2054
Wed Aug 27 14:59:20 2008; TP Ant 1;177975.7656;2055
Wed Aug 27 14:59:21 2008; TP Ant 1;177345.1875;2056
Wed Aug 27 14:59:22 2008; TP Ant 1;177550.625;2057
Wed Aug 27 14:59:23 2008; TP Ant 1;176828.25;2058
Wed Aug 27 14:59:24 2008; TP Ant 1;178973.4531;2059
Wed Aug 27 14:59:25 2008; TP Ant 1;178257.4531;2060
Wed Aug 27 14:59:26 2008; TP Ant 1;178727.375;2061
Wed Aug 27 14:59:27 2008; TP Ant 1;177934.25;2062
Wed Aug 27 14:59:28 2008; TP Ant 1;176529.0156;2063
Wed Aug 27 14:59:29 2008; TP Ant 1;176962.7969;2064
Wed Aug 27 14:59:30 2008; TP Ant 1;177101.875;2065
Wed Aug 27 14:59:31 2008; TP Ant 1;177614.4531;2066
Wed Aug 27 14:59:32 2008; TP Ant 1;178811.8125;2067
Wed Aug 27 14:59:33 2008; TP Ant 1;178225.5781;2068
Wed Aug 27 14:59:34 2008; TP Ant 1;178422.7344;2069
Wed Aug 27 14:59:35 2008; TP Ant 1;177908.4688;2070
Wed Aug 27 14:59:36 2008; TP Ant 1;179297.75;2071
Wed Aug 27 14:59:37 2008; TP Ant 1;179612.6875;2072
Wed Aug 27 14:59:38 2008; TP Ant 1;178858.8125;2073
Wed Aug 27 14:59:39 2008; TP Ant 1;179861.5625;2074
Wed Aug 27 14:59:40 2008; TP Ant 1;178751.5;2075
Wed Aug 27 14:59:41 2008; TP Ant 1;179118.2813;2076
Wed Aug 27 14:59:42 2008; TP Ant 1;180987.9063;2077
Wed Aug 27 14:59:43 2008; TP Ant 1;179358.4063;2078
Wed Aug 27 14:59:44 2008; TP Ant 1;178936.5938;2079
Wed Aug 27 14:59:45 2008; TP Ant 1;179168.125;2080
Wed Aug 27 14:59:46 2008; TP Ant 1;180245.9219;2081
Wed Aug 27 14:59:47 2008; TP Ant 1;182668.2188;2082
Wed Aug 27 14:59:48 2008; TP Ant 1;180342.875;2083
Wed Aug 27 14:59:49 2008; TP Ant 1;182495.2188;2084
Wed Aug 27 14:59:50 2008; TP Ant 1;181389.7188;2085
Wed Aug 27 14:59:51 2008; TP Ant 1;180238.1563;2086
Wed Aug 27 14:59:52 2008; TP Ant 1;179951.7813;2087
Wed Aug 27 14:59:53 2008; TP Ant 1;180162.7188;2088
Wed Aug 27 14:59:54 2008; TP Ant 1;180922.5;2089
Wed Aug 27 14:59:55 2008; TP Ant 1;180810.5313;2090
Wed Aug 27 14:59:56 2008; TP Ant 1;182287.3125;2091
Wed Aug 27 14:59:57 2008; TP Ant 1;180983.5313;2092
Wed Aug 27 14:59:58 2008; TP Ant 1;178348.9219;2093
Wed Aug 27 14:59:59 2008; TP Ant 1;179211;2094
Wed Aug 27 15:00:00 2008; TP Ant 1;179772.2344;2095
Wed Aug 27 15:00:01 2008; TP Ant 1;179727;2096
Wed Aug 27 15:00:02 2008; TP Ant 1;179676.875;2097
Wed Aug 27 15:00:03 2008; TP Ant 1;180780.5313;2098
Wed Aug 27 15:00:04 2008; TP Ant 1;179505.5313;2099
Wed Aug 27 15:00:05 2008; TP Ant 1;179539.5156;2100
Wed Aug 27 15:00:06 2008; TP Ant 1;180243.1094;2101
Wed Aug 27 15:00:07 2008; TP Ant 1;180309.8281;2102
Wed Aug 27 15:00:08 2008; TP Ant 1;179949.25;2103
Wed Aug 27 15:00:09 2008; TP Ant 1;179830.8438;2104
Wed Aug 27 15:00:10 2008; TP Ant 1;178548.0313;2105
Wed Aug 27 15:00:11 2008; TP Ant 1;179039.7188;2106
Wed Aug 27 15:00:12 2008; TP Ant 1;179974.625;2107
Wed Aug 27 15:00:13 2008; TP Ant 1;179354.9063;2108
Wed Aug 27 15:00:14 2008; TP Ant 1;179676.4375;2109
Wed Aug 27 15:00:15 2008; TP Ant 1;179588.375;2110
Wed Aug 27 15:00:16 2008; TP Ant 1;178694.1094;2111
Wed Aug 27 15:00:17 2008; TP Ant 1;179467.7813;2112
Wed Aug 27 15:00:18 2008; TP Ant 1;179703.7813;2113
Wed Aug 27 15:00:19 2008; TP Ant 1;180738.5625;2114
Wed Aug 27 15:00:20 2008; TP Ant 1;180061.2344;2115
Wed Aug 27 15:00:21 2008; TP Ant 1;181487.3125;2116
Wed Aug 27 15:00:22 2008; TP Ant 1;180315.8125;2117
Wed Aug 27 15:00:23 2008; TP Ant 1;180111.6563;2118
Wed Aug 27 15:00:24 2008; TP Ant 1;178623.3594;2119
Wed Aug 27 15:00:25 2008; TP Ant 1;179527.25;2120
Wed Aug 27 15:00:26 2008; TP Ant 1;179808.7969;2121
Wed Aug 27 15:00:27 2008; TP Ant 1;179262.125;2122
Wed Aug 27 15:00:28 2008; TP Ant 1;178773.6719;2123
Wed Aug 27 15:00:29 2008; TP Ant 1;177579.875;2124
Wed Aug 27 15:00:30 2008; TP Ant 1;178588.3125;2125
Wed Aug 27 15:00:31 2008; TP Ant 1;180975.625;2126
Wed Aug 27 15:00:32 2008; TP Ant 1;181685.0781;2127
Wed Aug 27 15:00:33 2008; TP Ant 1;179702.3438;2128
Wed Aug 27 15:00:34 2008; TP Ant 1;179464.1563;2129
Wed Aug 27 15:00:35 2008; TP Ant 1;180621.3125;2130
Wed Aug 27 15:00:36 2008; TP Ant 1;180437.2031;2131
Wed Aug 27 15:00:37 2008; TP Ant 1;181942.8438;2132
Wed Aug 27 15:00:38 2008; TP Ant 1;184785.7344;2133
Wed Aug 27 15:00:39 2008; TP Ant 1;184624.0156;2134
Wed Aug 27 15:00:40 2008; TP Ant 1;183505.4844;2135
Wed Aug 27 15:00:41 2008; TP Ant 1;186239.125;2136
Wed Aug 27 15:00:42 2008; TP Ant 1;183361.0938;2137
Wed Aug 27 15:00:43 2008; TP Ant 1;179939.2969;2138
Wed Aug 27 15:00:44 2008; TP Ant 1;181190.4063;2139
Wed Aug 27 15:00:45 2008; TP Ant 1;180734.6875;2140
Wed Aug 27 15:00:46 2008; TP Ant 1;182376.0313;2141
Wed Aug 27 15:00:47 2008; TP Ant 1;183593.5781;2142
Wed Aug 27 15:00:48 2008; TP Ant 1;182935.75;2143
Wed Aug 27 15:00:49 2008; TP Ant 1;183003.6875;2144
Wed Aug 27 15:00:50 2008; TP Ant 1;182985.7813;2145
Wed Aug 27 15:00:51 2008; TP Ant 1;181148.5625;2146
Wed Aug 27 15:00:52 2008; TP Ant 1;185520.9688;2147
Wed Aug 27 15:00:53 2008; TP Ant 1;182584.6875;2148
Wed Aug 27 15:00:54 2008; TP Ant 1;181747.2813;2149
Wed Aug 27 15:00:55 2008; TP Ant 1;183580.8125;2150
Wed Aug 27 15:00:56 2008; TP Ant 1;183514.5625;2151
Wed Aug 27 15:00:57 2008; TP Ant 1;181181.0625;2152
Wed Aug 27 15:00:58 2008; TP Ant 1;180210.5469;2153
Wed Aug 27 15:00:59 2008; TP Ant 1;181092.7813;2154
Wed Aug 27 15:01:00 2008; TP Ant 1;181091.3281;2155
Wed Aug 27 15:01:01 2008; TP Ant 1;180709.2031;2156
Wed Aug 27 15:01:02 2008; TP Ant 1;181067.5938;2157
Wed Aug 27 15:01:03 2008; TP Ant 1;181473.8438;2158
Wed Aug 27 15:01:04 2008; TP Ant 1;180769.5469;2159
Wed Aug 27 15:01:05 2008; TP Ant 1;181512.3125;2160
Wed Aug 27 15:01:06 2008; TP Ant 1;180733.6094;2161
Wed Aug 27 15:01:07 2008; TP Ant 1;180506.4375;2162
Wed Aug 27 15:01:08 2008; TP Ant 1;180768.4688;2163
Wed Aug 27 15:01:09 2008; TP Ant 1;180695.8125;2164
Wed Aug 27 15:01:10 2008; TP Ant 1;181237.5781;2165
Wed Aug 27 15:01:11 2008; TP Ant 1;179786.0781;2166
Wed Aug 27 15:01:12 2008; TP Ant 1;181795.9375;2167
Wed Aug 27 15:01:13 2008; TP Ant 1;180314.8906;2168
Wed Aug 27 15:01:14 2008; TP Ant 1;182043.9063;2169
Wed Aug 27 15:01:15 2008; TP Ant 1;183086.2188;2170
Wed Aug 27 15:01:16 2008; TP Ant 1;182368.1875;2171
Wed Aug 27 15:01:17 2008; TP Ant 1;181776;2172
Wed Aug 27 15:01:18 2008; TP Ant 1;182955.1406;2173
Wed Aug 27 15:01:19 2008; TP Ant 1;178778.2344;2174
Wed Aug 27 15:01:20 2008; TP Ant 1;179025.9375;2175
Wed Aug 27 15:01:21 2008; TP Ant 1;180191.5938;2176
Wed Aug 27 15:01:22 2008; TP Ant 1;179614;2177
Wed Aug 27 15:01:23 2008; TP Ant 1;179775.75;2178
Wed Aug 27 15:01:24 2008; TP Ant 1;180988.2813;2179
Wed Aug 27 15:01:25 2008; TP Ant 1;180951.9688;2180
Wed Aug 27 15:01:26 2008; TP Ant 1;181613.0625;2181
Wed Aug 27 15:01:27 2008; TP Ant 1;181356.2188;2182
Wed Aug 27 15:01:28 2008; TP Ant 1;181327.9844;2183
Wed Aug 27 15:01:29 2008; TP Ant 1;182176.1875;2184
Wed Aug 27 15:01:30 2008; TP Ant 1;184771.0625;2185
Wed Aug 27 15:01:31 2008; TP Ant 1;182815.4375;2186
Wed Aug 27 15:01:32 2008; TP Ant 1;182255.9688;2187
Wed Aug 27 15:01:33 2008; TP Ant 1;181896.2656;2188
Wed Aug 27 15:01:34 2008; TP Ant 1;182580.9375;2189
Wed Aug 27 15:01:35 2008; TP Ant 1;182544;2190
Wed Aug 27 15:01:36 2008; TP Ant 1;182125.4688;2191
Wed Aug 27 15:01:37 2008; TP Ant 1;182050.8125;2192
Wed Aug 27 15:01:38 2008; TP Ant 1;181246.5469;2193
Wed Aug 27 15:01:39 2008; TP Ant 1;181862.1875;2194
Wed Aug 27 15:01:40 2008; TP Ant 1;180421.125;2195
Wed Aug 27 15:01:41 2008; TP Ant 1;179716.2031;2196
Wed Aug 27 15:01:42 2008; TP Ant 1;182467.5;2197
Wed Aug 27 15:01:43 2008; TP Ant 1;179809.9063;2198
Wed Aug 27 15:01:44 2008; TP Ant 1;180272.0156;2199
Wed Aug 27 15:01:45 2008; TP Ant 1;180687.75;2200
Wed Aug 27 15:01:46 2008; TP Ant 1;181641.0625;2201
Wed Aug 27 15:01:47 2008; TP Ant 1;181180;2202
Wed Aug 27 15:01:48 2008; TP Ant 1;182764.4375;2203
Wed Aug 27 15:01:49 2008; TP Ant 1;181969.8906;2204
Wed Aug 27 15:01:50 2008; TP Ant 1;180984.6563;2205
Wed Aug 27 15:01:51 2008; TP Ant 1;181036.9688;2206
Wed Aug 27 15:01:52 2008; TP Ant 1;182833.9844;2207
Wed Aug 27 15:01:53 2008; TP Ant 1;183280.2969;2208
Wed Aug 27 15:01:54 2008; TP Ant 1;182094.8125;2209
Wed Aug 27 15:01:55 2008; TP Ant 1;181534.5625;2210
Wed Aug 27 15:01:56 2008; TP Ant 1;181591.3125;2211
Wed Aug 27 15:01:57 2008; TP Ant 1;180676.0156;2212
Wed Aug 27 15:01:58 2008; TP Ant 1;180553.8438;2213
Wed Aug 27 15:01:59 2008; TP Ant 1;183660.2656;2214
Wed Aug 27 15:02:00 2008; TP Ant 1;183174.875;2215
Wed Aug 27 15:02:01 2008; TP Ant 1;182106.875;2216
Wed Aug 27 15:02:02 2008; TP Ant 1;182286.6563;2217
Wed Aug 27 15:02:03 2008; TP Ant 1;183144.6094;2218
Wed Aug 27 15:02:04 2008; TP Ant 1;183533.875;2219
Wed Aug 27 15:02:05 2008; TP Ant 1;182141.1875;2220
Wed Aug 27 15:02:06 2008; TP Ant 1;182378.0938;2221
Wed Aug 27 15:02:07 2008; TP Ant 1;181187.1875;2222
Wed Aug 27 15:02:08 2008; TP Ant 1;180397.2031;2223
Wed Aug 27 15:02:09 2008; TP Ant 1;182554.75;2224
Wed Aug 27 15:02:10 2008; TP Ant 1;182737.6406;2225
Wed Aug 27 15:02:11 2008; TP Ant 1;181750.0938;2226
Wed Aug 27 15:02:12 2008; TP Ant 1;183843.625;2227
Wed Aug 27 15:02:13 2008; TP Ant 1;181723.1875;2228
Wed Aug 27 15:02:14 2008; TP Ant 1;182272.4688;2229
Wed Aug 27 15:02:15 2008; TP Ant 1;181899.1406;2230
Wed Aug 27 15:02:16 2008; TP Ant 1;181416.7344;2231
Wed Aug 27 15:02:17 2008; TP Ant 1;181386.8906;2232
Wed Aug 27 15:02:18 2008; TP Ant 1;181517.3438;2233
Wed Aug 27 15:02:19 2008; TP Ant 1;180088.125;2234
Wed Aug 27 15:02:20 2008; TP Ant 1;181549.4063;2235
Wed Aug 27 15:02:21 2008; TP Ant 1;180936.5469;2236
Wed Aug 27 15:02:22 2008; TP Ant 1;182233.9688;2237
Wed Aug 27 15:02:23 2008; TP Ant 1;183482.625;2238
Wed Aug 27 15:02:24 2008; TP Ant 1;181607.0625;2239
Wed Aug 27 15:02:25 2008; TP Ant 1;181462.1094;2240
Wed Aug 27 15:02:26 2008; TP Ant 1;181301.2188;2241
Wed Aug 27 15:02:27 2008; TP Ant 1;181372.7969;2242
Wed Aug 27 15:02:28 2008; TP Ant 1;180907.4688;2243
Wed Aug 27 15:02:29 2008; TP Ant 1;180031.9219;2244
Wed Aug 27 15:02:30 2008; TP Ant 1;180627.0781;2245
Wed Aug 27 15:02:31 2008; TP Ant 1;181855.7813;2246
Wed Aug 27 15:02:32 2008; TP Ant 1;181704.9531;2247
Wed Aug 27 15:02:33 2008; TP Ant 1;181794.2656;2248
Wed Aug 27 15:02:34 2008; TP Ant 1;183433.5781;2249
Wed Aug 27 15:02:35 2008; TP Ant 1;180998.375;2250
Wed Aug 27 15:02:36 2008; TP Ant 1;181942.875;2251
Wed Aug 27 15:02:37 2008; TP Ant 1;180831.4688;2252
Wed Aug 27 15:02:38 2008; TP Ant 1;182444.6563;2253
Wed Aug 27 15:02:39 2008; TP Ant 1;180812.2813;2254
Wed Aug 27 15:02:40 2008; TP Ant 1;180166.0938;2255
Wed Aug 27 15:02:41 2008; TP Ant 1;180121.1875;2256
Wed Aug 27 15:02:42 2008; TP Ant 1;180233.2188;2257
Wed Aug 27 15:02:43 2008; TP Ant 1;182452.625;2258
Wed Aug 27 15:02:44 2008; TP Ant 1;183347.7813;2259
Wed Aug 27 15:02:45 2008; TP Ant 1;182805.25;2260
Wed Aug 27 15:02:46 2008; TP Ant 1;182013.9375;2261
Wed Aug 27 15:02:47 2008; TP Ant 1;182622.6406;2262
Wed Aug 27 15:02:48 2008; TP Ant 1;183121.375;2263
Wed Aug 27 15:02:49 2008; TP Ant 1;183512.2031;2264
Wed Aug 27 15:02:50 2008; TP Ant 1;181036.4688;2265
Wed Aug 27 15:02:51 2008; TP Ant 1;181544.9063;2266
Wed Aug 27 15:02:52 2008; TP Ant 1;181115.8594;2267
Wed Aug 27 15:02:53 2008; TP Ant 1;182185.2813;2268
Wed Aug 27 15:02:54 2008; TP Ant 1;181912.8906;2269
Wed Aug 27 15:02:55 2008; TP Ant 1;180711.0938;2270
Wed Aug 27 15:02:56 2008; TP Ant 1;179868.0313;2271
Wed Aug 27 15:02:57 2008; TP Ant 1;180103.9531;2272
Wed Aug 27 15:02:58 2008; TP Ant 1;179477.0781;2273
Wed Aug 27 15:02:59 2008; TP Ant 1;180287.0781;2274
Wed Aug 27 15:03:00 2008; TP Ant 1;181604.3906;2275
Wed Aug 27 15:03:01 2008; TP Ant 1;179126.3281;2276
Wed Aug 27 15:03:02 2008; TP Ant 1;179096.8438;2277
Wed Aug 27 15:03:03 2008; TP Ant 1;178613.5781;2278
Wed Aug 27 15:03:04 2008; TP Ant 1;179795.4063;2279
Wed Aug 27 15:03:05 2008; TP Ant 1;180595.9219;2280
Wed Aug 27 15:03:06 2008; TP Ant 1;180547.4063;2281
Wed Aug 27 15:03:07 2008; TP Ant 1;180057.0469;2282
Wed Aug 27 15:03:08 2008; TP Ant 1;179258.875;2283
Wed Aug 27 15:03:09 2008; TP Ant 1;179295.5313;2284
Wed Aug 27 15:03:10 2008; TP Ant 1;180205.1875;2285
Wed Aug 27 15:03:11 2008; TP Ant 1;179597.875;2286
Wed Aug 27 15:03:12 2008; TP Ant 1;180381.9531;2287
Wed Aug 27 15:03:13 2008; TP Ant 1;181019.2344;2288
Wed Aug 27 15:03:14 2008; TP Ant 1;179318.6875;2289
Wed Aug 27 15:03:15 2008; TP Ant 1;179223.6875;2290
Wed Aug 27 15:03:16 2008; TP Ant 1;180083.5313;2291
Wed Aug 27 15:03:17 2008; TP Ant 1;180085;2292
Wed Aug 27 15:03:18 2008; TP Ant 1;180264.1563;2293
Wed Aug 27 15:03:19 2008; TP Ant 1;179875.2813;2294
Wed Aug 27 15:03:20 2008; TP Ant 1;179406.4375;2295
Wed Aug 27 15:03:21 2008; TP Ant 1;179125.9063;2296
Wed Aug 27 15:03:22 2008; TP Ant 1;177943.7656;2297
Wed Aug 27 15:03:23 2008; TP Ant 1;178331.0156;2298
Wed Aug 27 15:03:24 2008; TP Ant 1;177269.0938;2299
Wed Aug 27 15:03:25 2008; TP Ant 1;180113.7344;2300
Wed Aug 27 15:03:26 2008; TP Ant 1;180135.9531;2301
Wed Aug 27 15:03:27 2008; TP Ant 1;178811.7188;2302
Wed Aug 27 15:03:28 2008; TP Ant 1;180345.7031;2303
Wed Aug 27 15:03:29 2008; TP Ant 1;179239.7188;2304
Wed Aug 27 15:03:30 2008; TP Ant 1;179429.1875;2305
Wed Aug 27 15:03:31 2008; TP Ant 1;180407.5;2306
Wed Aug 27 15:03:32 2008; TP Ant 1;181301.6875;2307
Wed Aug 27 15:03:33 2008; TP Ant 1;181357.8125;2308
Wed Aug 27 15:03:34 2008; TP Ant 1;181326.1563;2309
Wed Aug 27 15:03:35 2008; TP Ant 1;180529.3438;2310
Wed Aug 27 15:03:36 2008; TP Ant 1;180593.1406;2311
Wed Aug 27 15:03:37 2008; TP Ant 1;179362;2312
Wed Aug 27 15:03:38 2008; TP Ant 1;179093.625;2313
Wed Aug 27 15:03:39 2008; TP Ant 1;179215.4688;2314
Wed Aug 27 15:03:40 2008; TP Ant 1;179580.5938;2315
Wed Aug 27 15:03:41 2008; TP Ant 1;180206.25;2316
Wed Aug 27 15:03:42 2008; TP Ant 1;180494.6563;2317
Wed Aug 27 15:03:43 2008; TP Ant 1;180335.8906;2318
Wed Aug 27 15:03:44 2008; TP Ant 1;181023.6875;2319
Wed Aug 27 15:03:45 2008; TP Ant 1;182371.8438;2320
Wed Aug 27 15:03:46 2008; TP Ant 1;181613.2813;2321
Wed Aug 27 15:03:47 2008; TP Ant 1;182629.2188;2322
Wed Aug 27 15:03:48 2008; TP Ant 1;181309.8906;2323
Wed Aug 27 15:03:49 2008; TP Ant 1;181011.3594;2324
Wed Aug 27 15:03:50 2008; TP Ant 1;181866.0781;2325
Wed Aug 27 15:03:51 2008; TP Ant 1;181703.4375;2326
Wed Aug 27 15:03:52 2008; TP Ant 1;180626.9063;2327
Wed Aug 27 15:03:53 2008; TP Ant 1;181658.9375;2328
Wed Aug 27 15:03:54 2008; TP Ant 1;180400.4063;2329
Wed Aug 27 15:03:55 2008; TP Ant 1;181455.1406;2330
Wed Aug 27 15:03:56 2008; TP Ant 1;181472.9219;2331
Wed Aug 27 15:03:57 2008; TP Ant 1;181859.7813;2332
Wed Aug 27 15:03:58 2008; TP Ant 1;180978.5313;2333
Wed Aug 27 15:03:59 2008; TP Ant 1;182027.3438;2334
Wed Aug 27 15:04:00 2008; TP Ant 1;181268.0313;2335
Wed Aug 27 15:04:01 2008; TP Ant 1;180088;2336
Wed Aug 27 15:04:02 2008; TP Ant 1;180782.0938;2337
Wed Aug 27 15:04:03 2008; TP Ant 1;181689.875;2338
Wed Aug 27 15:04:04 2008; TP Ant 1;181753.6563;2339
Wed Aug 27 15:04:05 2008; TP Ant 1;181059.3438;2340
Wed Aug 27 15:04:06 2008; TP Ant 1;180641.0625;2341
Wed Aug 27 15:04:07 2008; TP Ant 1;180846.1406;2342
Wed Aug 27 15:04:08 2008; TP Ant 1;180807.0938;2343
Wed Aug 27 15:04:09 2008; TP Ant 1;180855.875;2344
Wed Aug 27 15:04:10 2008; TP Ant 1;180852.0313;2345
Wed Aug 27 15:04:11 2008; TP Ant 1;180450.1563;2346
Wed Aug 27 15:04:12 2008; TP Ant 1;180292.2813;2347
Wed Aug 27 15:04:13 2008; TP Ant 1;180358.5313;2348
Wed Aug 27 15:04:14 2008; TP Ant 1;180054.625;2349
Wed Aug 27 15:04:15 2008; TP Ant 1;180414.1406;2350
Wed Aug 27 15:04:16 2008; TP Ant 1;179636.8125;2351
Wed Aug 27 15:04:17 2008; TP Ant 1;179565.125;2352
Wed Aug 27 15:04:18 2008; TP Ant 1;179782.9375;2353
Wed Aug 27 15:04:19 2008; TP Ant 1;178858.5625;2354
Wed Aug 27 15:04:20 2008; TP Ant 1;178738.1875;2355
Wed Aug 27 15:04:21 2008; TP Ant 1;177974.3906;2356
Wed Aug 27 15:04:22 2008; TP Ant 1;178936.6406;2357
Wed Aug 27 15:04:23 2008; TP Ant 1;179280.9688;2358
Wed Aug 27 15:04:24 2008; TP Ant 1;179613.4375;2359
Wed Aug 27 15:04:25 2008; TP Ant 1;178892.6875;2360
Wed Aug 27 15:04:26 2008; TP Ant 1;180646.6875;2361
Wed Aug 27 15:04:27 2008; TP Ant 1;179022.9375;2362
Wed Aug 27 15:04:28 2008; TP Ant 1;179105.3125;2363
Wed Aug 27 15:04:29 2008; TP Ant 1;180341.9063;2364
Wed Aug 27 15:04:30 2008; TP Ant 1;180501.0313;2365
Wed Aug 27 15:04:31 2008; TP Ant 1;179264.7813;2366
Wed Aug 27 15:04:32 2008; TP Ant 1;179567.8438;2367
Wed Aug 27 15:04:33 2008; TP Ant 1;181220.0156;2368
Wed Aug 27 15:04:34 2008; TP Ant 1;180474.5;2369
Wed Aug 27 15:04:35 2008; TP Ant 1;180310;2370
Wed Aug 27 15:04:36 2008; TP Ant 1;180921.8438;2371
Wed Aug 27 15:04:37 2008; TP Ant 1;180215.9688;2372
Wed Aug 27 15:04:38 2008; TP Ant 1;179368.1563;2373
Wed Aug 27 15:04:39 2008; TP Ant 1;179834.6875;2374
Wed Aug 27 15:04:40 2008; TP Ant 1;178835.8281;2375
Wed Aug 27 15:04:41 2008; TP Ant 1;179453.2188;2376
Wed Aug 27 15:04:42 2008; TP Ant 1;178689.5156;2377
Wed Aug 27 15:04:43 2008; TP Ant 1;177809.4063;2378
Wed Aug 27 15:04:44 2008; TP Ant 1;178812.7188;2379
Wed Aug 27 15:04:45 2008; TP Ant 1;179117.5625;2380
Wed Aug 27 15:04:46 2008; TP Ant 1;179901.6563;2381
Wed Aug 27 15:04:47 2008; TP Ant 1;179406.0781;2382
Wed Aug 27 15:04:48 2008; TP Ant 1;179167.9063;2383
Wed Aug 27 15:04:49 2008; TP Ant 1;178200.6094;2384
